iter	Passed	Remaining
0	94	189496
1	184	184397
2	303	202090
3	411	205386
4	507	202526
5	607	201842
6	701	199690
7	819	203947
8	921	203819
9	1035	206078
10	1135	205237
11	1240	205429
12	1343	205333
13	1434	203499
14	1529	202393
15	1622	201165
16	1730	201814
17	1827	201204
18	1924	200649
19	2022	200226
20	2120	199853
21	2216	199260
22	2306	198268
23	2385	196437
24	2480	195990
25	2576	195593
26	2670	195150
27	2774	195376
28	2870	195106
29	2975	195413
30	3074	195306
31	3173	195172
32	3283	195696
33	3374	195142
34	3483	195562
35	3580	195359
36	3680	195243
37	3781	195263
38	3893	195777
39	3987	195380
40	4097	195803
41	4204	196013
42	4333	197242
43	4404	195778
44	4500	195502
45	4601	195484
46	4697	195187
47	4763	193700
48	4854	193269
49	4946	192907
50	5044	192796
51	5162	193409
52	5271	193660
53	5367	193413
54	5462	193187
55	5564	193161
56	5664	193074
57	5768	193155
58	5868	193060
59	5983	193458
60	6086	193471
61	6176	193079
62	6266	192684
63	6360	192409
64	6465	192476
65	6562	192298
66	6664	192279
67	6754	191893
68	6841	191455
69	6931	191121
70	7021	190778
71	7119	190632
72	7209	190321
73	7304	190124
74	7398	189901
75	7487	189540
76	7579	189295
77	7673	189084
78	7768	188910
79	7857	188582
80	7946	188256
81	8051	188325
82	8175	188814
83	8228	187682
84	8323	187519
85	8429	187599
86	8520	187363
87	8618	187263
88	8725	187360
89	8828	187351
90	8930	187354
91	9024	187155
92	9117	186967
93	9210	186764
94	9303	186562
95	9393	186294
96	9491	186217
97	9615	186620
98	9729	186822
99	9842	187005
100	9941	186913
101	10038	186803
102	10143	186810
103	10261	187067
104	10372	187205
105	10479	187238
106	10578	187149
107	10639	186389
108	10703	185684
109	10801	185582
110	10893	185383
111	10992	185294
112	11087	185159
113	11183	185015
114	11284	184961
115	11386	184930
116	11481	184775
117	11582	184725
118	11707	185049
119	11817	185145
120	11912	184985
121	12017	184988
122	12109	184800
123	12211	184741
124	12321	184816
125	12427	184835
126	12529	184780
127	12692	185622
128	12842	186272
129	12978	186692
130	13101	186927
131	13231	187247
132	13342	187299
133	13438	187137
134	13544	187118
135	13656	187175
136	13781	187412
137	13901	187569
138	14002	187475
139	14099	187320
140	14206	187297
141	14323	187422
142	14435	187460
143	14527	187240
144	14618	187019
145	14714	186856
146	14810	186694
147	14903	186500
148	14989	186217
149	15082	186020
150	15185	185951
151	15302	186051
152	15408	186011
153	15522	186068
154	15628	186027
155	15742	186079
156	15858	186164
157	15991	186429
158	16098	186393
159	16204	186355
160	16301	186205
161	16399	186064
162	16495	185902
163	16592	185751
164	16690	185616
165	16785	185450
166	16879	185272
167	16974	185102
168	17070	184949
169	17165	184781
170	17278	184807
171	17408	185015
172	17532	185155
173	17642	185141
174	17748	185096
175	17842	184915
176	17954	184919
177	18068	184953
178	18189	185044
179	18285	184886
180	18380	184718
181	18478	184579
182	18567	184355
183	18674	184313
184	18782	184270
185	18893	184265
186	19001	184220
187	19089	183986
188	19180	183784
189	19285	183715
190	19408	183822
191	19528	183894
192	19628	183779
193	19727	183650
194	19822	183485
195	19919	183342
196	20013	183166
197	20105	182976
198	20202	182838
199	20297	182678
200	20385	182451
201	20479	182290
202	20576	182148
203	20674	182013
204	20766	181834
205	20858	181654
206	20949	181461
207	21046	181324
208	21146	181210
209	21249	181127
210	21344	180969
211	21443	180849
212	21548	180784
213	21642	180624
214	21736	180460
215	21835	180348
216	21933	180217
217	22039	180155
218	22132	179987
219	22226	179830
220	22324	179710
221	22416	179536
222	22506	179343
223	22600	179190
224	22692	179015
225	22789	178888
226	22880	178708
227	22979	178598
228	23077	178473
229	23306	179358
230	23398	179183
231	23491	179018
232	23585	178865
233	23676	178686
234	23776	178575
235	23871	178432
236	23969	178307
237	24059	178120
238	24162	178030
239	24265	177949
240	24366	177843
241	24468	177747
242	24571	177660
243	24662	177488
244	24747	177273
245	24844	177146
246	24933	176958
247	25041	176905
248	25142	176802
249	25242	176699
250	25339	176569
251	25432	176411
252	25528	176277
253	25619	176109
254	25713	175961
255	25808	175818
256	25907	175704
257	26008	175606
258	26102	175463
259	26196	175316
260	26289	175162
261	26389	175057
262	26481	174900
263	26586	174826
264	26681	174685
265	26785	174606
266	26874	174434
267	26966	174274
268	27067	174174
269	27161	174035
270	27255	173893
271	27346	173728
272	27450	173650
273	27552	173561
274	27650	173445
275	27741	173286
276	27835	173140
277	27923	172967
278	28018	172832
279	28111	172681
280	28210	172573
281	28306	172448
282	28405	172340
283	28499	172202
284	28596	172083
285	28692	171955
286	28785	171807
287	28885	171708
288	28979	171568
289	29095	171562
290	29221	171611
291	29329	171555
292	29431	171464
293	29533	171375
294	29622	171207
295	29717	171078
296	29811	170939
297	29905	170804
298	30003	170688
299	30096	170546
300	30211	170529
301	30305	170395
302	30401	170267
303	30494	170127
304	30588	169990
305	30683	169860
306	30779	169736
307	30879	169635
308	30975	169510
309	31079	169434
310	31172	169291
311	31268	169169
312	31353	168986
313	31448	168861
314	31543	168734
315	31640	168615
316	31737	168496
317	31827	168347
318	31920	168210
319	32019	168100
320	32122	168020
321	32217	167889
322	32308	167746
323	32406	167635
324	32501	167506
325	32599	167398
326	32694	167270
327	32792	167159
328	32888	167039
329	32981	166908
330	33074	166770
331	33168	166641
332	33263	166516
333	33353	166367
334	33456	166285
335	33553	166169
336	33646	166036
337	33739	165904
338	33829	165755
339	33929	165655
340	34042	165619
341	34139	165504
342	34232	165375
343	34327	165249
344	34425	165144
345	34521	165023
346	34611	164879
347	34707	164760
348	34806	164658
349	34900	164530
350	34996	164413
351	35094	164305
352	35190	164188
353	35283	164057
354	35376	163928
355	35474	163820
356	35578	163738
357	35669	163600
358	35768	163500
359	35862	163374
360	35952	163230
361	36047	163111
362	36146	163006
363	36245	162905
364	36336	162767
365	36430	162644
366	36530	162547
367	36621	162408
368	36716	162290
369	36811	162168
370	36903	162037
371	36996	161910
372	37100	161830
373	37194	161707
374	37298	161625
375	37392	161502
376	37487	161383
377	37583	161269
378	37677	161148
379	37771	161026
380	37862	160890
381	37960	160784
382	38056	160671
383	38150	160549
384	38244	160429
385	38341	160317
386	38434	160191
387	38530	160080
388	38620	159942
389	38716	159829
390	38814	159726
391	38908	159604
392	39012	159524
393	39117	159448
394	39208	159317
395	39313	159241
396	39399	159087
