iter	F1	Logloss
88	0.5491960408	0.6479594465
89	0.5495197668	0.6478572352
90	0.5496362356	0.6477971393
91	0.549795655	0.6477490915
92	0.5498386624	0.6476522099
93	0.5504012527	0.6471765513
94	0.550655449	0.6471166476
95	0.5504813336	0.6470481509
96	0.550204497	0.646988051
97	0.5501937302	0.6469613221
98	0.5503542213	0.6468713254
99	0.5511666145	0.6464736225
100	0.5513083984	0.6463975865
101	0.5516188388	0.6460314622
102	0.5517052351	0.645955872
103	0.5517484572	0.6458248707
104	0.5517052244	0.6457800231
105	0.5523022386	0.6455273358
106	0.5525145466	0.6451219053
107	0.5525872537	0.6450565706
108	0.5528458467	0.6449481882
109	0.5529374927	0.6448997256
110	0.5530482435	0.6448713044
111	0.5535144864	0.6447425883
112	0.5536643581	0.6445801012
113	0.5536263091	0.6444751733
114	0.5536745278	0.6443825584
115	0.5537660711	0.6443402487
116	0.553776908	0.6443015309
117	0.5539334638	0.6442554137
118	0.5539334638	0.6442300521
119	0.5540268128	0.6442173967
120	0.5539683782	0.6441724505
121	0.553896142	0.6441214074
122	0.5545837002	0.6438184069
123	0.5550927827	0.6435448981
124	0.5552948537	0.6434527666
125	0.5554273646	0.6433969399
126	0.5554360368	0.6433493214
127	0.5554295102	0.6433327815
128	0.5561074823	0.6427269491
129	0.5563530401	0.6425856908
130	0.5569541084	0.6423587596
131	0.5574436501	0.6422357853
132	0.557465427	0.6421884796
133	0.5578462379	0.6420672641
134	0.5579198063	0.6419488607
135	0.5583247136	0.6417189699
136	0.5581259151	0.6416626335
137	0.5581822086	0.6416403679
138	0.5589084947	0.6411283173
139	0.5594053611	0.6409459736
140	0.559570941	0.6407985301
141	0.5594678423	0.6407225004
142	0.5595816504	0.6406128482
143	0.5594629406	0.6405914026
144	0.5594239101	0.640578712
145	0.5596878049	0.6405155645
146	0.5605085605	0.6402907059
147	0.5604852078	0.6402163423
148	0.5608500682	0.6401757437
149	0.5616182087	0.6397369365
150	0.561942247	0.6396074038
151	0.5617622999	0.639358746
152	0.5621362814	0.6391195064
153	0.5621642663	0.6391180466
154	0.5623393817	0.6389771752
155	0.5626180232	0.638947772
156	0.5621945759	0.6388196183
157	0.5624123968	0.6387577986
158	0.5625851664	0.6387217366
159	0.5634608648	0.6384724939
160	0.5634257908	0.6383683509
161	0.5632904004	0.6381997647
162	0.5633293124	0.6381910497
163	0.5634959239	0.6381452227
164	0.5634011091	0.6380894617
165	0.5635068877	0.6379706645
166	0.5643737605	0.6377501187
167	0.5642630791	0.6377310089
168	0.5643677937	0.6377123369
169	0.5645760044	0.6376353833
170	0.5645581432	0.6375879055
171	0.5645123658	0.6375206518
172	0.5645901384	0.6374954655
173	0.564405725	0.6374287238
174	0.5647008497	0.6373686054
175	0.5647516283	0.6373458797
176	0.5649460484	0.6372716275
177	0.5651007233	0.6372026698
178	0.5650407294	0.6371588482
179	0.565090598	0.6371283612
180	0.5651692164	0.6370158445
181	0.5653399701	0.6368903391
182	0.565234299	0.6368240843
183	0.566047271	0.6366239621
184	0.566653062	0.6364301041
185	0.5668376467	0.6363641967
186	0.5669315819	0.6361707449
187	0.5668492831	0.6360407152
188	0.5670105095	0.6359325875
189	0.567015717	0.6359143459
190	0.5671270665	0.6358497354
191	0.5671160496	0.6357768697
192	0.5675617949	0.6356542645
193	0.5674284938	0.6354893753
194	0.5677066144	0.6353928231
195	0.5679745411	0.6352343224
196	0.5685954904	0.634991268
197	0.568617558	0.6349778445
198	0.5686898479	0.6349625129
199	0.5685681024	0.6349308878
200	0.5684684335	0.6348547674
201	0.5684684335	0.6348444437
202	0.5693393848	0.6346692767
203	0.5693671328	0.6346291333
204	0.5691895876	0.6345281891
205	0.569177936	0.6344615578
206	0.5693552455	0.6344358768
207	0.5692719652	0.6344232655
208	0.5694557586	0.6342770425
209	0.5694113083	0.6342321598
210	0.5697491707	0.6341774779
211	0.5696389094	0.634054527
212	0.5701210053	0.6339988452
213	0.5701101287	0.6339664104
214	0.5701378521	0.6339361263
215	0.5701376769	0.6339005286
216	0.5699827442	0.6338559239
217	0.5699937956	0.6338505302
218	0.5701881892	0.6337701028
219	0.5701106653	0.6337222356
220	0.5708972571	0.6334969752
221	0.5708806323	0.6334037627
222	0.5708307502	0.6333790913
223	0.5707975745	0.6333543448
224	0.570897185	0.6333307637
225	0.5710078661	0.6333036873
226	0.5712181984	0.6332557911
227	0.5710631371	0.6331338804
228	0.5711794117	0.6330829878
229	0.5711794117	0.6330799842
230	0.5715891255	0.6330134221
231	0.5716887898	0.632939893
232	0.5717828977	0.6329269908
233	0.5719820989	0.6327826554
234	0.5722197479	0.6326741517
235	0.5724966105	0.6325666575
236	0.5724466478	0.6325517727
237	0.572546134	0.6325099553
238	0.572595949	0.6324533076
239	0.5725238132	0.6323831402
240	0.5728388371	0.6323059239
241	0.5729384437	0.6322632629
242	0.573153739	0.6321969717
243	0.5728999284	0.6321738994
244	0.5728666563	0.632119391
245	0.5727950431	0.6320527155
246	0.572833769	0.6320417066
247	0.5729168684	0.6320100144
248	0.5730880929	0.6319820283
249	0.5731433439	0.6319248227
250	0.5729497406	0.6318744781
251	0.5730271819	0.6317870963
252	0.5736626152	0.6316314218
253	0.5738339462	0.6316050492
254	0.5736350088	0.6315537628
255	0.5736239065	0.6315236317
256	0.5737838152	0.6314736155
257	0.5739440026	0.6312884472
258	0.5741256577	0.6312489786
259	0.5741428682	0.6311927247
260	0.5742424829	0.6311830335
261	0.5742704544	0.6311539281
262	0.5742708394	0.6311037672
263	0.5743796058	0.6309798532
264	0.5746219592	0.6309206247
265	0.5745668317	0.6308940694
266	0.5748646558	0.6307985247
267	0.5747548783	0.6307298679
268	0.5747931008	0.6307203008
269	0.575107794	0.630597043
270	0.5751189141	0.6305926671
271	0.5751522769	0.6305354738
272	0.5752847226	0.6304615973
273	0.5754499932	0.6304031651
274	0.5761165762	0.6302017044
275	0.5761499807	0.6301324055
276	0.5761335962	0.6301118624
277	0.5759016584	0.6300840552
278	0.5763596305	0.6299579943
279	0.5764035172	0.6299384278
280	0.5764205644	0.6298236005
281	0.5764041903	0.6298117545
282	0.5764696788	0.6297308221
283	0.5766897245	0.6296791063
284	0.5767565896	0.6295912471
285	0.5771423051	0.6295087739
286	0.5772478695	0.6294515849
287	0.5775665546	0.6293824611
288	0.5777975236	0.6293010812
289	0.5777099473	0.6292658893
290	0.5779804107	0.6292299118
291	0.5776386715	0.6291405463
292	0.5776163521	0.6291086804
293	0.5775845411	0.6290762042
294	0.5775184062	0.6290721497
295	0.5774299517	0.6290366886
296	0.5775399003	0.6290170216
297	0.5777777778	0.6289548914
298	0.5777279666	0.6289023113
299	0.5778275909	0.6288184213
300	0.5779245866	0.6287381769
301	0.5781219823	0.62869487
302	0.5782001507	0.6286599677
303	0.5785752917	0.6286103492
304	0.5786525535	0.6285492156
305	0.5789239834	0.6284517939
306	0.5789016169	0.6284198888
307	0.5787084436	0.6283531667
308	0.5789402515	0.6283302309
309	0.5789067027	0.6283123366
310	0.5789341523	0.6283053403
311	0.5790002318	0.6282774057
312	0.5792645241	0.6281846404
313	0.5792634648	0.6280896681
314	0.5791984549	0.6280717343
315	0.5791720594	0.6280427622
316	0.5793092791	0.6279940531
317	0.5791384972	0.627976528
318	0.5791933864	0.62795809
319	0.5797593991	0.6279074936
320	0.5798814283	0.6278846349
321	0.5800671892	0.6278271534
322	0.5803811032	0.6277722686
323	0.5805293334	0.6277636061
324	0.5810659565	0.6276765527
325	0.580885475	0.6276110554
326	0.581164258	0.627557359
327	0.5813697678	0.6275398601
328	0.5814218192	0.6274110934
329	0.5814926985	0.6274003988
330	0.5814814815	0.627340048
331	0.5812064741	0.6272751093
332	0.5811926252	0.6272397561
333	0.5812760376	0.6271526193
334	0.5813433124	0.6271196862
335	0.5815236258	0.6270343499
336	0.5820138474	0.6269535585
337	0.5817936355	0.6269241473
338	0.5817501495	0.6269093134
339	0.5816905212	0.6268365812
340	0.582366321	0.6266910361
341	0.5824756177	0.626664147
342	0.5824673697	0.6266135386
343	0.5824014807	0.6265758727
344	0.5823482906	0.6265599706
345	0.5826553041	0.6264548094
346	0.5825587226	0.626447421
347	0.5826695724	0.6264308199
348	0.5828833693	0.6263660389
349	0.5828851233	0.6263191779
350	0.5829446008	0.6263116432
351	0.5829333642	0.626270523
352	0.5825927711	0.6262025221
353	0.5824497822	0.6261741995
354	0.582642557	0.6261547136
355	0.5826601631	0.6260451789
356	0.5833044283	0.6258774883
357	0.5832819485	0.6258547802
358	0.5833702669	0.6258358248
359	0.5837748281	0.6257998261
360	0.5840557932	0.6256677632
361	0.5838406411	0.6256263094
362	0.5843475582	0.6255190892
363	0.584397327	0.6254468752
364	0.5843748195	0.6254053518
365	0.5845448769	0.6253470804
366	0.5844968705	0.6252767421
367	0.584203429	0.6252411328
368	0.5842419572	0.6252231629
369	0.5844856141	0.6251640487
370	0.5845899051	0.6251087849
371	0.5843540559	0.6250716836
372	0.5849488863	0.6249362337
373	0.5849790199	0.6248911068
374	0.5848558942	0.62484865
375	0.584833375	0.6248118887
376	0.584969585	0.6247464067
377	0.5850353231	0.6247310686
378	0.5852625907	0.6246352108
379	0.5854118553	0.6245590949
380	0.585461614	0.6245568014
381	0.5858002962	0.6244276113
382	0.5858679133	0.6244087231
383	0.5858426491	0.6243770326
384	0.5857458882	0.6243046509
385	0.585634296	0.6242386716
386	0.5859083388	0.6241915141
387	0.5859083388	0.6241895691
388	0.5862002617	0.6241196553
389	0.5861551485	0.6240849067
390	0.5862393968	0.6240132722
391	0.5862393968	0.6240050545
392	0.5863501712	0.6239528251
393	0.5870744374	0.6238034046
394	0.5870154852	0.6237655026
395	0.5872307692	0.6236860092
396	0.5873665994	0.6236413527
397	0.5872759443	0.6235990435
398	0.5872985344	0.6235921992
399	0.5871019843	0.6235209377
400	0.5873147098	0.623447865
401	0.587518265	0.6233642212
402	0.5874324818	0.6232699144
403	0.5878758766	0.6232115032
404	0.58759082	0.623143472
405	0.5879481957	0.6230782823
406	0.5880860876	0.6230387133
407	0.5883392905	0.6230211079
408	0.5883257119	0.6228319002
409	0.5883279848	0.6227863544
410	0.5885788948	0.6226902764
411	0.5887281182	0.6226426504
412	0.5891553301	0.6225672895
413	0.5887033229	0.622521016
414	0.5887078177	0.6225095105
415	0.5887462526	0.6223649469
416	0.5889700231	0.6223386535
417	0.5890671534	0.6222926209
418	0.5894109734	0.6222033064
419	0.5890763731	0.6221200269
420	0.5892277243	0.6220867846
421	0.5894809662	0.6220066592
422	0.5894223008	0.6219700919
423	0.5894789444	0.6219345543
424	0.5897588625	0.6218371617
425	0.589928334	0.6217994009
426	0.5899219741	0.621767574
427	0.5897820321	0.6216320212
428	0.5899194866	0.621567677
429	0.589932757	0.6215253443
430	0.5901765305	0.6214968223
431	0.5902420284	0.6214622698
432	0.5900134434	0.6213286749
433	0.5898868852	0.6213061724
434	0.5896997522	0.6212676236
435	0.5899932776	0.6212349656
436	0.5900902631	0.6211809134
437	0.5899416014	0.6211342436
438	0.5899440911	0.621113986
439	0.5902470891	0.6210354601
440	0.5899869361	0.6209917103
441	0.5900927722	0.6208849736
442	0.5901469317	0.6208690948
443	0.5902193538	0.6208383066
444	0.5903075239	0.6208142312
445	0.5905442255	0.6207165226
446	0.5906009334	0.6206362089
447	0.5908741742	0.6206124714
448	0.5909379022	0.6205885019
449	0.5909833074	0.6205432819
450	0.5910714972	0.6205363644
451	0.5909902301	0.6204962928
452	0.5909727955	0.6204426004
453	0.5910024769	0.6203825611
454	0.5910495901	0.6203331611
455	0.5910068351	0.6203034709
456	0.5914552224	0.6201945164
457	0.5915363209	0.6201284241
458	0.5917168848	0.6200864887
459	0.5919103538	0.6200250226
460	0.5916757815	0.6199718761
461	0.5916800982	0.6199351919
462	0.5916401182	0.6199152107
463	0.5917125693	0.6198829883
464	0.5919244646	0.6197860446
465	0.5920893546	0.619741397
466	0.5921704088	0.6196604969
467	0.5921363192	0.6196345897
468	0.592171911	0.6195772103
469	0.5923481331	0.6195482332
470	0.5924263352	0.6195042833
471	0.5925087743	0.6194330396
472	0.5927502877	0.6193856816
473	0.5927928965	0.6193680465
474	0.5927928965	0.6192558646
475	0.5930542505	0.6192231548
476	0.5928156345	0.6192031594
477	0.5929463207	0.6191903733
478	0.5933113446	0.6190929183
479	0.5933568579	0.6190873481
480	0.5934875158	0.6190576082
481	0.5936720997	0.6189494366
482	0.593350972	0.6188863662
483	0.5934120715	0.6188405987
484	0.5938111124	0.6187078138
485	0.5941978999	0.6186285509
486	0.5942973211	0.6185766253
487	0.5943284154	0.6185669527
488	0.594535561	0.6184909015
489	0.5945614472	0.6184509243
490	0.594592523	0.6184365421
491	0.5946743295	0.618362809
492	0.5946701918	0.6183246407
493	0.594789272	0.6183068977
494	0.5948845675	0.6182166374
495	0.5950099647	0.6181010007
496	0.5950109208	0.6180737459
497	0.5950150392	0.618018604
498	0.5950606403	0.6179613436
499	0.5951683047	0.6178703991
500	0.5953101651	0.6178059042
501	0.5953484808	0.617788408
502	0.5955017434	0.6176991865
503	0.5959346323	0.6175948413
504	0.59588818	0.61757163
505	0.5959729486	0.6175248029
506	0.5961033736	0.6174756372
507	0.5964293924	0.6174479495
508	0.5964139305	0.617428665
509	0.5966095202	0.6173646075
510	0.5965671813	0.6173596661
511	0.5966666667	0.617302057
512	0.596543664	0.6172451463
513	0.5964972791	0.6171905452
514	0.5966008163	0.6171551356
515	0.596742671	0.6171380645
516	0.5966734373	0.617092193
517	0.5968999674	0.6170659773
518	0.5968770955	0.6170296877
519	0.5968616481	0.6169574935
520	0.596911404	0.616938614
521	0.5970149254	0.6169041201
522	0.5970795646	0.6168728406
523	0.5973866728	0.6167777895
524	0.5974404169	0.6167097799
525	0.5976822143	0.6166156514
526	0.5979045758	0.6164865762
527	0.5977513456	0.6163935103
528	0.5980119894	0.6163175103
529	0.5978512745	0.6162939721
530	0.5980309531	0.6162351856
531	0.5982110364	0.6161985338
532	0.5978583606	0.6161686103
533	0.5978240049	0.6161273034
534	0.5979160282	0.6161119473
535	0.5979002222	0.6160265698
536	0.5979116774	0.6160053895
537	0.5978583606	0.6159395527
538	0.5977394636	0.6158881231
539	0.5980456026	0.6158046796
540	0.5981451675	0.6157516309
541	0.5987663781	0.6157036375
542	0.5985135808	0.6156533034
543	0.5985018296	0.6156143578
544	0.5984598881	0.6155128893
545	0.5986631682	0.6154530065
546	0.5989351923	0.615392549
547	0.599000517	0.6153608298
548	0.5990119864	0.6152801324
549	0.5992724488	0.6151940585
550	0.599402665	0.615135379
551	0.5995022018	0.6150402351
552	0.5995136801	0.6150358425
553	0.5995059648	0.6150061587
554	0.5993490331	0.614913054
555	0.5993605085	0.6149049076
556	0.5994832041	0.6148669842
557	0.5995750139	0.6148207706
558	0.5996362592	0.614780698
559	0.5996822419	0.6147389081
560	0.5998813102	0.6146946792
561	0.6002755664	0.6146502532
562	0.6004094832	0.6145570251
563	0.6007040098	0.6144796292
564	0.6008647739	0.6144277422
565	0.600776751	0.6144091449
566	0.6008724935	0.6143145147
567	0.6008343859	0.6142757107
568	0.6008992634	0.6142332184
569	0.6009450747	0.6141864769
570	0.6010178312	0.614130434
571	0.6008151706	0.6140833146
572	0.601121338	0.6140337523
573	0.6010370625	0.6139964325
574	0.6013084398	0.6139244256
575	0.6014614737	0.613845305
576	0.6015799843	0.6138226517
577	0.6020193521	0.613787994
578	0.6020501836	0.6137106699
579	0.6018704458	0.6136980312
580	0.602027544	0.6136524973
581	0.6021114639	0.6136408924
582	0.6021114639	0.6136341088
583	0.6021381988	0.6136265836
584	0.6022377355	0.6135426864
585	0.6024206964	0.6134486232
586	0.6026768642	0.6134247298
587	0.6026119046	0.6134145935
588	0.6024663034	0.6133786573
589	0.6025087001	0.6133012642
590	0.6027879228	0.6132603742
591	0.6028481315	0.6132247632
592	0.6027119552	0.6131085821
593	0.6028371506	0.613054496
594	0.6027266296	0.613016086
595	0.6028183018	0.6129824336
596	0.6028141011	0.6129714486
597	0.6028559959	0.6129551531
598	0.6030089274	0.6129231636
599	0.6031697478	0.6128746741
600	0.6034538813	0.6128109139
601	0.6033998126	0.6127431776
602	0.6030944594	0.6126504956
603	0.603266274	0.6126300406
604	0.6032857116	0.6126222001
605	0.6035527851	0.6125583072
606	0.6036913073	0.6124781141
607	0.6038486553	0.6124537217
608	0.6039020658	0.6124383603
609	0.6040168324	0.6124092733
610	0.6040204273	0.6123916096
611	0.603875361	0.61232196
612	0.6039554722	0.6123002054
613	0.6038017288	0.612286253
614	0.6042714288	0.6122135351
615	0.6043212237	0.6121616804
616	0.604454641	0.6121112199
617	0.6046182666	0.6120277088
618	0.6047676397	0.611978696
619	0.604866301	0.6118950165
620	0.6051027234	0.6118684402
621	0.6048538123	0.6117975962
622	0.605021784	0.6117443662
623	0.6051434904	0.6117286753
624	0.605569775	0.611642909
625	0.6052998605	0.6115872566
626	0.6051595643	0.6115496286
627	0.6055662738	0.6114457968
628	0.6053808232	0.6113335003
629	0.6054839018	0.6112960652
630	0.6059957583	0.6111891482
631	0.6058857252	0.6111688272
632	0.6058092872	0.6111223326
633	0.6058868502	0.611099246
634	0.6058103976	0.6110539258
635	0.6057304509	0.6110478437
636	0.6058370444	0.6110422829
637	0.6059586829	0.6110202079
638	0.6060189166	0.6109949656
639	0.6061416751	0.610921557
640	0.6061567271	0.6109081677
641	0.606513227	0.6108127199
642	0.6063013175	0.6107594321
643	0.6064459465	0.6106905833
644	0.6065257651	0.6106492166
645	0.6067063856	0.6105564512
646	0.6068939177	0.610477909
647	0.6069750563	0.610454485
648	0.6071564958	0.6104275811
649	0.6071680892	0.6104189093
650	0.6071264895	0.610390395
651	0.6072560626	0.6102867592
652	0.6070801191	0.6102587902
653	0.6071033034	0.6102404939
654	0.6071728669	0.6101955923
655	0.6072260627	0.6101763416
656	0.6075069686	0.6101404829
657	0.6072438298	0.6100540391
658	0.6074034458	0.6099905235
659	0.6074518267	0.6099676205
660	0.6071974328	0.6099149483
661	0.6073324422	0.6098565506
662	0.6073180508	0.6097830766
663	0.6072778648	0.609750379
664	0.6078655976	0.6096245685
665	0.608063223	0.6095646079
666	0.6082425029	0.6095516199
667	0.6080549723	0.6095213669
668	0.6080931475	0.6094319826
669	0.6081712879	0.6093963818
670	0.6082011945	0.6093375529
671	0.6081630317	0.609329046
672	0.6083023189	0.6092954757
673	0.6082409298	0.6092577426
674	0.6082824427	0.6092128037
675	0.6084683344	0.6091311777
676	0.6086691087	0.609113131
677	0.6087835775	0.6090962356
678	0.6087006297	0.6090600024
679	0.6085911112	0.6089631798
680	0.6086209857	0.608933429
681	0.6086823776	0.608918872
682	0.6089942951	0.6088924564
683	0.6087968705	0.6088567302
684	0.6087852536	0.6088519844
685	0.6089428103	0.6087907901
686	0.6089610315	0.6087284793
687	0.6090024795	0.6087034275
688	0.6088797345	0.6086697732
689	0.6090090777	0.6086479785
690	0.609181591	0.6086075108
691	0.6091118866	0.6085758018
692	0.6091118866	0.6085625669
693	0.6092230232	0.6085475225
694	0.6093887046	0.608473046
695	0.6096156779	0.6084308207
696	0.6096803096	0.6084092756
697	0.6098825682	0.608314599
698	0.609759817	0.6082984074
699	0.6099704509	0.608286053
700	0.6100848346	0.6082765622
701	0.6102173084	0.6082541986
702	0.6104576908	0.608177077
703	0.6103329331	0.608136683
704	0.6104958158	0.6080516771
705	0.6104364073	0.6079808788
706	0.6105484025	0.607937521
707	0.6106014077	0.6079360501
708	0.6108017393	0.6078835807
709	0.6106311152	0.6078707856
710	0.6109787023	0.6078234289
711	0.6110750925	0.6077921399
712	0.6110719121	0.6077022109
713	0.6110719121	0.6076961576
714	0.611136537	0.6076376917
715	0.61113336	0.6076107008
716	0.6114394662	0.6075805989
717	0.6114807542	0.6075564012
718	0.6112816211	0.6075120815
719	0.6114722535	0.6074737329
720	0.6115548101	0.6074235384
721	0.6114955676	0.6074157334
722	0.6116247593	0.6073845926
723	0.6115463053	0.6073461907
724	0.6116606629	0.6073137049
725	0.6118140244	0.6072970854
726	0.6117463221	0.6072650148
727	0.6117189585	0.6072099075
728	0.6119920714	0.6071213021
729	0.6120216496	0.6070795867
730	0.6120006099	0.6070499172
731	0.6119858183	0.6070072539
732	0.6118185284	0.6069869503
733	0.612505479	0.6068762245
734	0.6124907092	0.6068593139
735	0.6128368335	0.60680144
736	0.6128749476	0.6067854915
737	0.6128866274	0.6067807885
738	0.6129487082	0.6067225744
739	0.6130630287	0.6067046628
740	0.6134537005	0.6066001527
741	0.6132337816	0.6065525344
742	0.613101701	0.6065273739
743	0.6133302855	0.6065095584
744	0.6131601006	0.6064389391
745	0.6135004381	0.606368787
746	0.613884392	0.6063313071
747	0.6137761612	0.6063167644
748	0.613690907	0.6063012927
749	0.6135354959	0.6062216578
750	0.6135735919	0.606186731
751	0.613673586	0.6061723105
752	0.6138636494	0.6060598202
753	0.6144117031	0.6059649722
754	0.6144234066	0.6059364707
755	0.614446815	0.6059269723
756	0.6144704516	0.6058843764
757	0.6144674691	0.6058362896
758	0.6144908765	0.6058195614
759	0.6145585407	0.6057799007
760	0.6146874583	0.6056886425
761	0.614833857	0.6056665801
762	0.6145025809	0.6056167281
763	0.6145875002	0.6055784242
764	0.6147516001	0.6055218782
765	0.6147926627	0.605498256
766	0.614807337	0.6054738353
767	0.6147309861	0.6053616172
768	0.6147397302	0.6053223581
769	0.6147397302	0.6053138109
770	0.6149859971	0.6052884299
771	0.6150944834	0.6052695844
772	0.6149419812	0.6052288328
773	0.6152908461	0.6051210671
774	0.6154139205	0.6051004845
775	0.6154783901	0.60504061
776	0.6158182407	0.6049569363
777	0.6155984615	0.6048975231
778	0.615642373	0.604795742
779	0.6155545399	0.6047604299
780	0.6157097972	0.6047192568
781	0.6155223312	0.6046739232
782	0.6156717839	0.6046500016
783	0.6156161304	0.6046112195
784	0.6157333333	0.6045739573
785	0.6156454163	0.6045569961
786	0.6157304227	0.6045169532
787	0.6158564462	0.6044542878
788	0.6158916427	0.6044237228
789	0.6158623712	0.6044079291
790	0.6157597927	0.6043780096
791	0.6159884164	0.604353378
792	0.6160295743	0.6042482583
793	0.6161964452	0.6042295382
794	0.6162199234	0.6041844495
795	0.6162374276	0.6041603756
796	0.6166558775	0.6040527337
797	0.6166412795	0.6040304369
798	0.6167964511	0.6039942372
799	0.6167964511	0.6039685936
800	0.6169605118	0.603896462
801	0.6169722587	0.603860724
802	0.6171974644	0.6038362332
803	0.6171152309	0.6038022984
804	0.6170860776	0.6037492704
805	0.6171767931	0.6036910248
806	0.6170216816	0.6035972791
807	0.6170099364	0.6035480722
808	0.6171124013	0.603536019
809	0.617659372	0.6034597871
810	0.6178552401	0.6034021895
811	0.6178524537	0.6033465116
812	0.6178379098	0.6033383022
813	0.6179168094	0.6033345532
814	0.6180745814	0.6033250546
815	0.6179956999	0.6033206
816	0.6182613658	0.6032878566
817	0.6185013982	0.6032526105
818	0.6183229341	0.6031997923
819	0.6183872625	0.6031734121
820	0.6184080359	0.6031309138
821	0.618378255	0.6031011658
822	0.6184433325	0.6030545566
823	0.6182938894	0.603006833
824	0.6182357866	0.6029682659
825	0.6183734825	0.6029554995
826	0.618563763	0.6028801733
827	0.6187513083	0.6028594367
828	0.6188627541	0.6028410326
829	0.6189796579	0.6028142054
830	0.6189153187	0.6028031317
831	0.6190494311	0.6027523805
832	0.6190231558	0.6026840779
833	0.6186516469	0.6026325909
834	0.618730497	0.6026095507
835	0.6187285877	0.6025530679
836	0.6189153187	0.6025260411
837	0.6191400304	0.6024561337
838	0.6190149958	0.6023916862
839	0.6190086576	0.6023672078
840	0.6192740831	0.6023010691
841	0.6194117871	0.6022644031
842	0.6197451018	0.6021842425
843	0.6198329814	0.6021724797
844	0.6196373875	0.6020855123
845	0.6195639767	0.6020485471
846	0.6197252768	0.6020182562
847	0.6196057539	0.6019661866
848	0.6194127833	0.6019271821
849	0.6194127833	0.6019187432
850	0.6193720266	0.6018564557
851	0.6195232388	0.6017941347
852	0.6194407457	0.6017584481
853	0.6194878819	0.601679579
854	0.6195730756	0.6016544225
855	0.6196138115	0.601604491
856	0.6197435019	0.6015491607
857	0.6200532725	0.6014782471
858	0.6201647735	0.6014503905
859	0.6200334906	0.6014227303
860	0.6203131242	0.6013650943
861	0.6203157695	0.6013449692
862	0.6201046125	0.6012929463
863	0.6202685738	0.6012495979
864	0.6203237034	0.6012124551
865	0.6203499429	0.6012009966
866	0.6203473002	0.6011733983
867	0.6203997794	0.6011619572
868	0.6205401293	0.601105799
869	0.6208220845	0.6010477199
870	0.6209557845	0.6009737114
871	0.6209413733	0.6009419385
872	0.6211104564	0.6009285742
873	0.6212610695	0.6008656103
874	0.6212728758	0.6008627117
875	0.6212440846	0.6008402318
876	0.6210200163	0.6008329185
877	0.6211772756	0.6007914896
878	0.6212584808	0.6007567724
879	0.6211562583	0.6007471081
880	0.6211064444	0.6007095021
881	0.6210802387	0.600695889
882	0.6216555184	0.600612333
883	0.6215651249	0.6006093964
