iter	F1	Logloss
131	0.5576415887	0.6412933006
132	0.5577396538	0.6412471222
133	0.5577877663	0.6412025122
134	0.5578223317	0.6411790594
135	0.5576968181	0.6411523162
136	0.5577840332	0.6410090352
137	0.5578813642	0.6409692856
138	0.5580177434	0.6409048361
139	0.5580222787	0.6408915923
140	0.5582522375	0.6406491615
141	0.5580768103	0.6405600933
142	0.5583058198	0.640493397
143	0.5587091985	0.6403450228
144	0.5591250854	0.6402873457
145	0.5597454815	0.6400588593
146	0.5596283718	0.6400061007
147	0.5598423199	0.6399607137
148	0.5598625912	0.6398801323
149	0.559840737	0.6398648215
150	0.5598454091	0.6398461182
151	0.5596985788	0.6397915529
152	0.560335577	0.6395511404
153	0.5613398846	0.63935165
154	0.5620066655	0.6392523738
155	0.5620517618	0.6391961412
156	0.5626412154	0.6390680104
157	0.5631532847	0.6388715357
158	0.5630693763	0.6388007009
159	0.5638281311	0.6386740198
160	0.5637991436	0.6386225772
161	0.5635376321	0.6385903071
162	0.563760218	0.6385617891
163	0.563911969	0.6385243819
164	0.5642701525	0.6383919107
165	0.5642761277	0.6383799722
166	0.5642741794	0.638315932
167	0.5646079975	0.6380358327
168	0.5653060828	0.6378406518
169	0.5657887075	0.6375784519
170	0.5658216546	0.6375541388
171	0.565910282	0.6375388065
172	0.5659828031	0.6374717901
173	0.5659666964	0.63744504
174	0.5662325563	0.6373920869
175	0.5669621211	0.6372227234
176	0.5669789182	0.637215551
177	0.5666459772	0.6370397921
178	0.5666408068	0.6370089724
179	0.5666569683	0.6369854741
180	0.5667067541	0.6369564425
181	0.5675518511	0.6367746421
182	0.567591139	0.6367566608
183	0.5675906183	0.6367402703
184	0.5673621345	0.6367154849
185	0.567572808	0.6366198554
186	0.5676476857	0.636510124
187	0.5677419355	0.6364806805
188	0.5677366861	0.636456946
189	0.5676749278	0.6363654743
190	0.567753932	0.6363221465
191	0.567753932	0.6363198881
192	0.5679299388	0.6362798863
193	0.5681016778	0.6362568782
194	0.5687732342	0.636156166
195	0.5689231305	0.6360435961
196	0.5691604709	0.635945643
197	0.5697586654	0.635603591
198	0.5696922779	0.6355671426
199	0.5696035924	0.6355132476
200	0.5699311519	0.6354568079
201	0.5698760466	0.6354365099
202	0.5701465981	0.6354129046
203	0.5701574529	0.6353488434
204	0.5702129306	0.6351680005
205	0.5703566179	0.6350923428
206	0.5706607895	0.6350113439
207	0.5708927812	0.6348959441
208	0.5714727484	0.6347628901
209	0.5718865884	0.6346170013
210	0.571836916	0.6346008363
211	0.5722392727	0.6345187228
212	0.5723110185	0.6344963144
213	0.5722394918	0.6344466369
214	0.5722120305	0.6343889984
215	0.5723168424	0.6343742865
216	0.5724213818	0.6342502462
217	0.572234022	0.6341850632
218	0.5722229731	0.6341674303
219	0.5727572699	0.6338892475
220	0.5727181545	0.6337583392
221	0.5725915352	0.633724111
222	0.5726797461	0.6337148871
223	0.5732410389	0.6336129481
224	0.5734063476	0.6335375241
225	0.5736484923	0.6334781722
226	0.5739177364	0.6334129969
227	0.5738791874	0.6333591596
228	0.5736873566	0.6332796545
229	0.573719926	0.6332535309
230	0.5735773377	0.6332319994
231	0.5737417353	0.6331884676
232	0.5738191633	0.6331250749
233	0.57380273	0.6330101632
234	0.5735988741	0.6329633964
235	0.5738573934	0.6328757089
236	0.5738520261	0.6328478878
237	0.5739133788	0.6327831394
238	0.5744848987	0.6327037648
239	0.5745505001	0.6326884555
240	0.5747981423	0.6326553772
241	0.574787519	0.6326096908
242	0.5747494217	0.6325933179
243	0.5751603768	0.632425904
244	0.5753187228	0.6323456792
245	0.5753799334	0.6322928626
246	0.5757085644	0.6321693485
247	0.5758404251	0.6321608066
248	0.5761145761	0.6320543785
249	0.5761250337	0.632037088
250	0.5761250337	0.6320270776
251	0.5762933605	0.6319081249
252	0.5766514653	0.6316409336
253	0.576645566	0.6315914918
254	0.5765692953	0.6315179299
255	0.5767914151	0.6312780237
256	0.5770162686	0.6311452608
257	0.5770709945	0.6311361228
258	0.5770503154	0.6311161914
259	0.5771990229	0.6310175895
260	0.5773838137	0.6309759122
261	0.5777478862	0.6308530992
262	0.5781952288	0.6307311337
263	0.5783053843	0.6306873875
264	0.5783752641	0.6306541242
265	0.5784146131	0.6305582187
266	0.5781868491	0.6304361779
267	0.5782252796	0.6304146611
268	0.5789332207	0.6302264182
269	0.5790979436	0.6301761405
270	0.5794690537	0.6300531506
271	0.5794801852	0.6300224313
272	0.5795236266	0.6299730357
273	0.5795753675	0.6299329467
274	0.5795520037	0.6299106782
