iter	F1	Logloss
232	0.5750366314	0.6311144172
233	0.5751676818	0.6309939913
234	0.5752828043	0.6309629302
235	0.5753049779	0.6309380902
236	0.5754575226	0.6308113809
237	0.5756665126	0.6307875854
238	0.5758101183	0.6307464336
239	0.5759315633	0.6307053593
240	0.5759759528	0.6306636088
241	0.5757838546	0.6306167941
242	0.5758113004	0.6306010607
243	0.575943269	0.6305730759
244	0.5763051435	0.6305009771
245	0.5762568164	0.6304058315
246	0.57641164	0.6303758646
247	0.5766428984	0.6302510103
248	0.5766755309	0.6302149046
249	0.5766213742	0.6301401138
250	0.5767644451	0.6300874655
251	0.576786678	0.6300733521
252	0.5769631086	0.6300473611
253	0.5768008168	0.6298859405
254	0.5768282346	0.6298816044
255	0.577123818	0.6298391409
256	0.577117877	0.6298003607
257	0.5771274548	0.6297356439
258	0.5773080773	0.6296622068
259	0.5774954279	0.6295711163
260	0.5774962455	0.6295507758
261	0.5775304267	0.6295070404
262	0.5776459713	0.6294441524
263	0.5778274182	0.6293614328
264	0.578056716	0.6292902369
265	0.578044696	0.6291620519
266	0.5780618334	0.6291050756
267	0.577844542	0.629087887
268	0.5778334136	0.6290853027
269	0.5779489649	0.6290714496
270	0.5781954019	0.629048174
271	0.578162004	0.6289940051
272	0.5781457591	0.628983016
273	0.5781475703	0.6289388497
274	0.5781355312	0.6288876652
275	0.5781457591	0.628781791
276	0.5780199888	0.6287270098
277	0.5782408567	0.628642518
278	0.5782357473	0.6286237191
279	0.5782742681	0.6285869122
280	0.5783564124	0.6285168456
281	0.5785480454	0.6284960443
282	0.5790578134	0.6283791831
283	0.5792938821	0.62824728
284	0.579589637	0.6281380874
285	0.5794802695	0.6281257625
286	0.5796616042	0.6280783808
287	0.5796047187	0.6280554735
288	0.5795410795	0.6280168591
289	0.5794579612	0.6279837836
290	0.5794306173	0.6279752891
291	0.5794194641	0.6279489536
292	0.5796364757	0.6278634325
293	0.5798591061	0.6277946827
294	0.5799807507	0.6277342968
295	0.579924935	0.6277137504
296	0.5799372437	0.62761492
297	0.5799819032	0.6275431609
298	0.5801993918	0.6274867952
299	0.5801323994	0.6274507004
300	0.5801882253	0.6273846794
301	0.5802701975	0.6273595822
302	0.580306093	0.6272909085
303	0.5803880804	0.6272778406
304	0.5804477124	0.6272344402
305	0.5803372084	0.6272149837
306	0.5810262231	0.6270860967
307	0.5810969393	0.6270501363
308	0.5812807882	0.6269934597
309	0.581346572	0.6269703341
310	0.581362683	0.6269386987
311	0.581439649	0.6269112272
312	0.5815067834	0.626792863
313	0.5816901679	0.6267471084
314	0.5816083109	0.6267189098
315	0.5818377671	0.6265946823
316	0.5816516938	0.6265502956
317	0.5815250846	0.626465456
318	0.5819244898	0.6263520301
319	0.5818489593	0.6262827018
320	0.5822419662	0.6261353393
321	0.5826153846	0.6260814154
322	0.5827486111	0.6260042821
323	0.5828351754	0.625959724
324	0.5828079348	0.6259555946
325	0.5828624149	0.625925675
326	0.5836359096	0.6258223004
327	0.5834998463	0.6257292614
328	0.5833253271	0.6256814467
329	0.5832868974	0.6256692993
330	0.5833893681	0.6256312668
331	0.583848784	0.6255601215
332	0.5837447413	0.6255394189
333	0.5839480559	0.6255095152
334	0.5841371095	0.6254282763
335	0.5841146634	0.6254216155
336	0.5843784209	0.6253428258
337	0.584092219	0.6252872088
338	0.5840490326	0.6252303611
339	0.5843754202	0.6251867251
340	0.5842921076	0.6251746744
341	0.5842696629	0.6251453946
342	0.5842696629	0.6251417808
343	0.5844612106	0.625089546
344	0.5846183389	0.6249540186
345	0.5847879102	0.6249103807
346	0.5847879102	0.624904806
347	0.5852460275	0.6247450563
348	0.5852460275	0.6247389563
349	0.5856438398	0.6246721068
350	0.5856213665	0.6246275376
351	0.5855530821	0.6245737544
352	0.5858384331	0.6245182802
353	0.5858093722	0.6244686979
354	0.5857477263	0.6244479063
355	0.5858085809	0.624440607
356	0.5859488911	0.624401007
357	0.5860415148	0.6243562834
358	0.5863245897	0.6242687887
359	0.5863404533	0.6242556204
360	0.586525557	0.6241872092
361	0.5868144087	0.6241384735
362	0.5869023427	0.6241113234
363	0.587103205	0.624084457
364	0.5870602895	0.6239848796
365	0.5873603098	0.6239273164
366	0.5871102509	0.6238686597
367	0.5871914763	0.6238391382
368	0.5874755682	0.6237749477
369	0.5872772562	0.6237313034
370	0.587148579	0.6237130746
371	0.5872906366	0.6236972617
372	0.5873581723	0.6236571005
373	0.5873493399	0.6235962882
374	0.5874825188	0.6235654575
375	0.5875344775	0.6235291508
376	0.5874600103	0.623520962
377	0.5875771161	0.6234698788
378	0.5881361774	0.6233751261
379	0.588147439	0.6233386482
380	0.5880933688	0.6233310854
381	0.5882082519	0.6232852065
382	0.5881136159	0.6232692442
383	0.5880933226	0.6232573763
384	0.5880392307	0.6232207596
385	0.5882037534	0.6231500676
386	0.5881361451	0.6231180643
387	0.5883366849	0.6230954874
388	0.5881767173	0.6230205222
389	0.5882961204	0.6229450956
390	0.5885912337	0.6228787711
391	0.5885461543	0.6228677914
392	0.5885371785	0.6228130804
393	0.5885642067	0.6227979208
394	0.5889225112	0.6226964779
395	0.5891455054	0.6226667323
396	0.5891297687	0.6226604525
397	0.5888033107	0.6225435621
398	0.5887064324	0.6225269385
399	0.5889544688	0.6224945709
400	0.5888846301	0.6224853214
401	0.5889342456	0.6224760493
402	0.5891820429	0.622415981
403	0.5894547266	0.6223253511
404	0.5896011341	0.6222969799
405	0.5894660203	0.6222458916
406	0.589520069	0.6222389404
407	0.5894547266	0.6222163995
408	0.5894365792	0.6221775259
409	0.5894660203	0.6221410777
410	0.5896733404	0.6221183467
411	0.5896531903	0.6220800337
412	0.5896689148	0.6220584123
413	0.5896576169	0.6220532089
414	0.5896959362	0.6220234942
415	0.5900923336	0.62196283
416	0.5900251001	0.621921832
417	0.5900904353	0.6219076064
418	0.5905502759	0.6218242825
419	0.5906852884	0.6217822285
420	0.5906400261	0.6217377979
