iter	Passed	Remaining
709	89738	36653
710	89882	36534
711	90021	36413
712	90153	36289
713	90281	36163
714	90419	36041
715	90545	35914
716	90674	35789
717	90801	35663
718	90926	35535
719	91055	35410
720	91186	35285
721	91318	35161
722	91447	35036
723	91577	34910
724	91701	34783
725	91825	34655
726	91952	34529
727	92080	34403
728	92204	34276
729	92330	34149
730	92454	34022
731	92573	33893
732	92702	33767
733	92828	33640
734	92947	33511
735	93085	33389
736	93214	33263
737	93343	33138
738	93469	33011
739	93604	32888
740	93731	32761
741	93849	32632
742	93977	32506
743	94106	32380
744	94219	32249
745	94348	32124
746	94470	31996
747	94600	31870
748	94726	31744
749	94837	31612
750	94965	31486
751	95092	31360
752	95216	31233
753	95342	31106
754	95468	30979
755	95593	30853
756	95722	30727
757	95849	30601
758	95974	30474
759	96103	30348
760	96227	30221
761	96358	30096
762	96488	29971
763	96623	29846
764	96747	29719
765	96870	29592
766	97003	29467
767	97139	29344
768	97277	29221
769	97408	29096
770	97539	28970
771	97668	28845
772	97804	28721
773	97931	28594
774	98056	28468
775	98187	28342
776	98320	28218
777	98446	28091
778	98570	27964
779	98708	27840
780	98832	27713
781	98956	27586
782	99075	27457
783	99205	27332
784	99328	27204
785	99459	27079
786	99583	26952
787	99709	26825
788	99836	26699
789	99965	26572
790	100088	26445
791	100214	26318
792	100333	26190
793	100456	26063
794	100588	25937
795	100715	25811
796	100841	25684
797	100972	25559
798	101095	25431
799	101228	25307
800	101352	25180
801	101478	25053
802	101609	24927
803	101737	24801
804	101862	24674
805	101997	24550
806	102128	24424
807	102257	24298
808	102386	24172
809	102519	24047
810	102650	23922
811	102776	23795
812	102905	23669
813	103033	23543
814	103171	23419
815	103301	23293
816	103431	23167
817	103557	23040
818	103695	22916
819	103822	22790
820	103953	22664
821	104079	22537
822	104217	22413
823	104340	22286
824	104466	22159
825	104591	22032
826	104717	21905
827	104845	21779
828	104974	21653
829	105109	21528
830	105240	21402
831	105375	21277
832	105500	21150
833	105630	21024
834	105755	20897
835	105886	20771
836	106022	20647
837	106152	20521
838	106282	20395
839	106412	20269
840	106539	20142
841	106664	20015
842	106791	19888
843	106920	19762
844	107045	19635
845	107170	19508
846	107299	19382
847	107428	19256
848	107560	19130
849	107688	19003
850	107816	18877
851	107939	18750
852	108063	18622
853	108188	18496
854	108327	18371
855	108448	18243
856	108575	18117
857	108707	17991
858	108858	17868
859	108984	17741
860	109120	17616
861	109257	17491
862	109388	17365
863	109513	17238
864	109638	17111
865	109768	16985
866	109909	16860
867	110035	16733
868	110159	16606
869	110298	16481
870	110415	16353
871	110540	16226
872	110663	16098
873	110795	15972
874	110923	15846
875	111051	15719
876	111182	15593
877	111316	15467
878	111435	15339
879	111558	15212
880	111688	15086
881	111817	14959
882	111944	14832
883	112064	14705
884	112191	14578
885	112325	14452
886	112451	14325
887	112575	14198
888	112707	14072
889	112836	13946
890	112973	13820
891	113099	13693
892	113228	13567
893	113360	13441
894	113488	13314
895	113607	13186
896	113737	13060
897	113859	12932
898	113987	12806
899	114117	12679
900	114246	12553
901	114381	12427
902	114514	12301
903	114644	12174
904	114774	12048
905	114900	11921
906	115030	11794
907	115203	11672
908	115337	11546
909	115466	11419
910	115600	11293
911	115728	11166
912	115858	11040
913	115987	10913
914	116117	10786
915	116236	10659
916	116363	10532
917	116493	10405
918	116615	10278
919	116739	10151
920	116867	10024
921	116992	9897
922	117121	9770
923	117252	9644
924	117380	9517
925	117509	9390
926	117637	9263
927	117763	9136
928	117894	9010
929	118022	8883
930	118148	8756
931	118275	8629
932	118406	8502
933	118533	8375
934	118661	8249
935	118792	8122
936	118920	7995
937	119049	7868
938	119176	7742
939	119298	7614
940	119432	7488
941	119567	7361
942	119702	7235
943	119828	7108
944	119951	6981
945	120076	6854
946	120203	6727
947	120323	6600
948	120470	6474
949	120602	6347
950	120745	6221
951	120871	6094
952	120996	5967
953	121132	5840
954	121259	5713
955	121388	5586
956	121519	5460
957	121639	5332
958	121767	5205
959	121893	5078
960	122027	4952
961	122155	4825
962	122283	4698
963	122407	4571
964	122550	4444
965	122676	4317
966	122796	4190
967	122930	4063
968	123063	3937
969	123190	3810
970	123330	3683
971	123464	3556
972	123596	3429
973	123720	3302
974	123843	3175
975	123973	3048
976	124101	2921
977	124220	2794
978	124341	2667
979	124465	2540
980	124604	2413
981	124730	2286
982	124854	2159
983	124976	2032
984	125105	1905
985	125234	1778
986	125360	1651
987	125485	1524
988	125623	1397
989	125751	1270
990	125878	1143
991	126002	1016
992	126131	889
993	126255	762
994	126386	635
995	126522	508
996	126653	381
997	126797	254
998	126933	127
999	127061	0
